packet_number,timestamp,elapsed_seconds,interval_ms,Xg,Yg,Zg,Xdeg,Ydeg,Zdeg,acceleration_magnitude_g,gyroscope_magnitude_dps,raw_payload,worker,work_state,source_file
84,2026-07-27T13:57:31.477,3.699877,0.1151,0.5,0.86,0.01,-9.58,-0.85,-20.08,0.994836670011716,22.264440257953936,"0.50,0.86,0.01,-9.58,-0.85,-20.08",ziqian,near_miss,ziqian_near_miss_ die.csv
85,2026-07-27T13:57:31.528,3.751051,51.1739,0.46,0.9,0.02,-20.69,-5.37,-24.48,1.010940156488009,32.49897536846354,"0.46,0.90,0.02,-20.69,-5.37,-24.48",ziqian,near_miss,ziqian_near_miss_ die.csv
86,2026-07-27T13:57:31.618,3.840617,89.5661,0.33,1.04,0.03,-28.32,-2.26,-31.25,1.091512711790385,42.233783870261966,"0.33,1.04,0.03,-28.32,-2.26,-31.25",ziqian,near_miss,ziqian_near_miss_ die.csv
87,2026-07-27T13:57:31.618,3.840783,0.166,0.18,1.21,0.06,-14.34,29.54,-41.26,1.2247856955402443,52.73172479636902,"0.18,1.21,0.06,-14.34,29.54,-41.26",ziqian,near_miss,ziqian_near_miss_ die.csv
88,2026-07-27T13:57:32.008,4.23058,389.7961,0.12,1.29,0.04,14.22,68.54,-54.69,1.2961867149450346,88.83094111850893,"0.12,1.29,0.04,14.22,68.54,-54.69",ziqian,near_miss,ziqian_near_miss_ die.csv
89,2026-07-27T13:57:32.008,4.230772,0.1924,0.17,1.24,-0.01,6.16,43.88,-78.49,1.2516389255691915,90.13367905505689,"0.17,1.24,-0.01,6.16,43.88,-78.49",ziqian,near_miss,ziqian_near_miss_ die.csv
90,2026-07-27T13:57:32.008,4.230994,0.2218,0.25,1.12,-0.02,-30.76,-12.76,-102.23,1.1477369036499612,107.51729209759702,"0.25,1.12,-0.02,-30.76,-12.76,-102.23",ziqian,near_miss,ziqian_near_miss_ die.csv
91,2026-07-27T13:57:32.008,4.231093,0.0995,0.32,1.01,0.02,-40.22,-27.22,-109.74,1.059669759878048,120.00601818242284,"0.32,1.01,0.02,-40.22,-27.22,-109.74",ziqian,near_miss,ziqian_near_miss_ die.csv
92,2026-07-27T13:57:32.008,4.231243,0.1502,0.34,0.96,0.06,-15.99,-0.85,-108.4,1.020196059588548,109.57628666823858,"0.34,0.96,0.06,-15.99,-0.85,-108.40",ziqian,near_miss,ziqian_near_miss_ die.csv
93,2026-07-27T13:57:32.009,4.231418,0.1743,0.36,0.91,0.08,38.76,50.9,-95.76,0.9818859404228171,115.16564244600036,"0.36,0.91,0.08,38.76,50.90,-95.76",ziqian,near_miss,ziqian_near_miss_ die.csv
94,2026-07-27T13:57:32.009,4.231589,0.1715,0.44,0.79,0.06,98.08,87.1,-69.34,0.9062560344626678,148.37160105626683,"0.44,0.79,0.06,98.08,87.10,-69.34",ziqian,near_miss,ziqian_near_miss_ die.csv
95,2026-07-27T13:57:32.009,4.231715,0.1259,0.52,0.66,0.04,105.47,68.54,-44.68,0.8411896337925236,133.48391251383066,"0.52,0.66,0.04,105.47,68.54,-44.68",ziqian,near_miss,ziqian_near_miss_ die.csv
96,2026-07-27T13:57:32.010,4.232778,1.0632,0.56,0.58,0.05,64.15,24.17,-22.52,0.8077747210701756,72.15650906189961,"0.56,0.58,0.05,64.15,24.17,-22.52",ziqian,near_miss,ziqian_near_miss_ die.csv
97,2026-07-27T13:57:32.010,4.233204,0.4253,0.58,0.55,0.11,14.47,-9.16,5.43,0.8068457101577724,17.96583980781305,"0.58,0.55,0.11,14.47,-9.16,5.43",ziqian,near_miss,ziqian_near_miss_ die.csv
98,2026-07-27T13:57:32.013,4.235876,2.6724,0.59,0.59,0.18,-31.13,-30.33,37.35,0.8535806933149319,57.30626754553118,"0.59,0.59,0.18,-31.13,-30.33,37.35",ziqian,near_miss,ziqian_near_miss_ die.csv
99,2026-07-27T13:57:32.069,4.29219,56.3141,0.62,0.71,0.19,-64.15,-45.47,71.66,0.9615612304996495,106.38561462904654,"0.62,0.71,0.19,-64.15,-45.47,71.66",ziqian,near_miss,ziqian_near_miss_ die.csv
100,2026-07-27T13:57:32.246,4.469155,176.9649,0.66,0.89,0.14,-74.28,-54.14,106.69,1.1168258592994702,140.82405369822303,"0.66,0.89,0.14,-74.28,-54.14,106.69",ziqian,near_miss,ziqian_near_miss_ die.csv
101,2026-07-27T13:57:32.247,4.4694,0.2449,0.67,1.09,0.06,-63.48,-50.48,137.45,1.280859086707043,159.59462177654984,"0.67,1.09,0.06,-63.48,-50.48,137.45",ziqian,near_miss,ziqian_near_miss_ die.csv
102,2026-07-27T13:57:32.247,4.469458,0.0576,0.64,1.31,-0.08,-11.96,-8.3,172.79,1.460171222836555,173.40217905205228,"0.64,1.31,-0.08,-11.96,-8.30,172.79",ziqian,near_miss,ziqian_near_miss_ die.csv
103,2026-07-27T13:57:32.487,4.709897,240.4399,0.55,1.31,-0.08,1.89,4.76,167.05,1.4230249470757708,167.12849009070837,"0.55,1.31,-0.08,1.89,4.76,167.05",ziqian,near_miss,ziqian_near_miss_ die.csv
104,2026-07-27T13:57:32.487,4.710087,0.1895,0.55,1.31,-0.08,3.3,6.47,142.27,1.4230249470757708,142.45526947080617,"0.55,1.31,-0.08,3.30,6.47,142.27",ziqian,near_miss,ziqian_near_miss_ die.csv
105,2026-07-27T13:57:32.488,4.710414,0.3269,0.41,1.25,-0.03,3.91,2.14,102.97,1.3158647346897019,103.06642809372993,"0.41,1.25,-0.03,3.91,2.14,102.97",ziqian,near_miss,ziqian_near_miss_ die.csv
106,2026-07-27T13:57:32.488,4.710577,0.1627,0.28,1.15,0.04,20.81,-2.01,59.57,1.184271928232701,63.13225087069207,"0.28,1.15,0.04,20.81,-2.01,59.57",ziqian,near_miss,ziqian_near_miss_ die.csv
107,2026-07-27T13:57:32.488,4.710753,0.1767,0.21,1.03,0.1,90.64,12.27,10.13,1.0559356040971437,92.02597133418371,"0.21,1.03,0.10,90.64,12.27,10.13",ziqian,near_miss,ziqian_near_miss_ die.csv
