packet_number,timestamp,elapsed_seconds,interval_ms,Xg,Yg,Zg,Xdeg,Ydeg,Zdeg,acceleration_magnitude_g,gyroscope_magnitude_dps,raw_payload
47,2026-07-27T13:57:30.388,2.611036,0.534500,0.7900,0.6600,-0.0700,9.5800,10.4400,8.3600,1.031795,16.451735,"0.79,0.66,-0.07,9.58,10.44,8.36"
48,2026-07-27T13:57:30.389,2.611628,0.592000,0.7600,0.6900,-0.0600,9.2800,10.8600,29.0500,1.028251,32.372218,"0.76,0.69,-0.06,9.28,10.86,29.05"
49,2026-07-27T13:57:30.389,2.612112,0.483800,0.6900,0.7600,-0.0500,4.2700,3.2300,43.8800,1.027716,44.205432,"0.69,0.76,-0.05,4.27,3.23,43.88"
50,2026-07-27T13:57:30.390,2.612751,0.638700,0.6100,0.8400,-0.0300,-2.6900,-8.7300,49.3200,1.038557,50.158862,"0.61,0.84,-0.03,-2.69,-8.73,49.32"
51,2026-07-27T13:57:30.390,2.613281,0.529700,0.5500,0.8900,-0.0100,-8.4800,-15.5600,46.7500,1.046279,49.995865,"0.55,0.89,-0.01,-8.48,-15.56,46.75"
52,2026-07-27T13:57:30.391,2.613910,0.629200,0.5100,0.9000,-0.0100,-8.9100,-13.4300,39.4900,1.034505,42.652234,"0.51,0.90,-0.01,-8.91,-13.43,39.49"
53,2026-07-27T13:57:30.391,2.614348,0.437700,0.5000,0.8800,-0.0200,-5.0700,-4.3900,29.1100,1.012324,29.872548,"0.50,0.88,-0.02,-5.07,-4.39,29.11"
54,2026-07-27T13:57:30.392,2.614892,0.544600,0.5100,0.8600,-0.0300,-2.7500,4.3900,16.0500,1.000300,16.865263,"0.51,0.86,-0.03,-2.75,4.39,16.05"
55,2026-07-27T13:57:30.393,2.615422,0.530300,0.5200,0.8400,-0.0400,-3.8500,7.5700,1.6500,0.988737,8.651584,"0.52,0.84,-0.04,-3.85,7.57,1.65"
56,2026-07-27T13:57:30.393,2.615960,0.537500,0.5400,0.8300,-0.0400,-7.2000,6.4700,-12.3300,0.991010,15.675771,"0.54,0.83,-0.04,-7.20,6.47,-12.33"
