packet_number,timestamp,elapsed_seconds,interval_ms,Xg,Yg,Zg,Xdeg,Ydeg,Zdeg,acceleration_magnitude_g,gyroscope_magnitude_dps,raw_payload,worker,work_state,source_file
1746,2026-07-27T13:55:36.303,69.908379,59.839,-0.83,-0.32,-0.43,0.18,-1.16,1.83,0.9880283396745257,2.1741435095227732,"-0.83,-0.32,-0.43,0.18,-1.16,1.83",pierre,near_miss,(near miss) P.csv
1747,2026-07-27T13:55:36.303,69.908774,0.3952,-0.83,-0.32,-0.42,0.24,-1.46,1.89,0.9837174391053561,2.400270818053663,"-0.83,-0.32,-0.42,0.24,-1.46,1.89",pierre,near_miss,(near miss) P.csv
1748,2026-07-27T13:55:36.363,69.969034,60.26,-0.83,-0.32,-0.42,0.49,-1.28,1.83,0.9837174391053561,2.2863508042293073,"-0.83,-0.32,-0.42,0.49,-1.28,1.83",pierre,near_miss,(near miss) P.csv
1749,2026-07-27T13:55:36.422,70.028081,59.0468,-0.83,-0.32,-0.42,0.92,-0.67,1.95,0.9837174391053561,2.2578308173997446,"-0.83,-0.32,-0.42,0.92,-0.67,1.95",pierre,near_miss,(near miss) P.csv
1750,2026-07-27T13:55:36.423,70.028604,0.5233,-0.83,-0.33,-0.42,0.98,-0.06,2.2,0.9870157040290696,2.4091492274244866,"-0.83,-0.33,-0.42,0.98,-0.06,2.20",pierre,near_miss,(near miss) P.csv
1751,2026-07-27T13:55:36.483,70.088286,59.6819,-0.83,-0.33,-0.42,0.37,0.18,1.95,0.9870157040290696,1.992937530380719,"-0.83,-0.33,-0.42,0.37,0.18,1.95",pierre,near_miss,(near miss) P.csv
1752,2026-07-27T13:55:36.543,70.149078,60.792,-0.84,-0.33,-0.42,-1.1,-0.37,1.28,0.9954396013822234,1.7278020719978318,"-0.84,-0.33,-0.42,-1.10,-0.37,1.28",pierre,near_miss,(near miss) P.csv
1753,2026-07-27T13:55:36.544,70.149622,0.5445,-0.86,-0.3,-0.39,-4.21,-5.19,0.92,0.9908077512817509,6.745857988425194,"-0.86,-0.30,-0.39,-4.21,-5.19,0.92",pierre,near_miss,(near miss) P.csv
1754,2026-07-27T13:55:36.603,70.208566,58.9441,-0.81,-0.3,-0.37,-7.26,-15.32,1.53,0.9396807968666807,17.02207096683597,"-0.81,-0.30,-0.37,-7.26,-15.32,1.53",pierre,near_miss,(near miss) P.csv
1755,2026-07-27T13:55:36.663,70.268576,60.01,-0.73,-0.31,-0.37,-18.43,-6.16,19.71,0.8751571287488893,27.678413971902366,"-0.73,-0.31,-0.37,-18.43,-6.16,19.71",pierre,near_miss,(near miss) P.csv
1756,2026-07-27T13:55:36.663,70.269139,0.563,-0.67,-0.32,-0.37,-37.23,1.95,40.65,0.8295782060782456,55.15702947041292,"-0.67,-0.32,-0.37,-37.23,1.95,40.65",pierre,near_miss,(near miss) P.csv
1757,2026-07-27T13:55:36.722,70.327863,58.7239,-0.69,-0.31,-0.39,-57.31,3.66,60.85,0.8510581648747634,83.6693145663331,"-0.69,-0.31,-0.39,-57.31,3.66,60.85",pierre,near_miss,(near miss) P.csv
1758,2026-07-27T13:55:36.783,70.38851,60.6463,-0.82,-0.23,-0.41,-66.41,4.09,68.91,0.9451983918733674,95.78937467172442,"-0.82,-0.23,-0.41,-66.41,4.09,68.91",pierre,near_miss,(near miss) P.csv
1759,2026-07-27T13:55:36.784,70.389262,0.7526,-0.92,-0.12,-0.42,-62.44,2.01,65.8,1.0184301645179212,90.73275979490539,"-0.92,-0.12,-0.42,-62.44,2.01,65.80",pierre,near_miss,(near miss) P.csv
1760,2026-07-27T13:55:36.844,70.449227,59.9652,-0.91,-0.08,-0.41,-48.95,-7.45,58.47,1.0012991560967182,76.61818256784743,"-0.91,-0.08,-0.41,-48.95,-7.45,58.47",pierre,near_miss,(near miss) P.csv
1761,2026-07-27T13:55:36.903,70.508358,59.1307,-0.97,-0.03,-0.47,-14.16,-17.46,37.35,1.0782856764327347,43.59334467553505,"-0.97,-0.03,-0.47,-14.16,-17.46,37.35",pierre,near_miss,(near miss) P.csv
1762,2026-07-27T13:55:36.904,70.509426,1.0681,-1.17,0.15,-0.58,33.75,-15.44,-3.48,1.3144580632336658,37.276889623465095,"-1.17,0.15,-0.58,33.75,-15.44,-3.48",pierre,near_miss,(near miss) P.csv
1763,2026-07-27T13:55:36.963,70.568513,59.0868,-1.14,0.17,-0.58,56.09,-6.9,-33.14,1.2903100402616419,65.51303458091375,"-1.14,0.17,-0.58,56.09,-6.90,-33.14",pierre,near_miss,(near miss) P.csv
1764,2026-07-27T13:55:37.023,70.628599,60.0865,-0.81,-0.03,-0.43,40.65,-5.31,-28.69,0.9175510884958941,50.0373330624245,"-0.81,-0.03,-0.43,40.65,-5.31,-28.69",pierre,near_miss,(near miss) P.csv
1765,2026-07-27T13:55:37.023,70.628929,0.3292,-0.76,-0.14,-0.3,6.77,-6.84,-3.17,0.8289752710425082,10.132492289659044,"-0.76,-0.14,-0.30,6.77,-6.84,-3.17",pierre,near_miss,(near miss) P.csv
1766,2026-07-27T13:55:37.083,70.688338,59.4098,-0.95,-0.05,-0.35,-23.93,-3.66,20.69,1.0136567466356645,31.84519744011646,"-0.95,-0.05,-0.35,-23.93,-3.66,20.69",pierre,near_miss,(near miss) P.csv
1767,2026-07-27T13:55:37.203,70.808307,119.9689,-1.07,0.03,-0.44,-34.12,-4.76,25.09,1.1573245007343447,42.61854173948236,"-1.07,0.03,-0.44,-34.12,-4.76,25.09",pierre,near_miss,(near miss) P.csv
1768,2026-07-27T13:55:37.203,70.808959,0.6515,-1.07,0.02,-0.49,-34.12,-4.76,25.09,1.177030161040914,42.61854173948236,"-1.07,0.02,-0.49,-34.12,-4.76,25.09",pierre,near_miss,(near miss) P.csv
1769,2026-07-27T13:55:37.204,70.809839,0.8797,-0.92,-0.08,-0.43,10.86,-3.78,-11.11,1.0186756107809787,15.98937459690028,"-0.92,-0.08,-0.43,10.86,-3.78,-11.11",pierre,near_miss,(near miss) P.csv
1770,2026-07-27T13:55:37.205,70.810513,0.674,-0.8,-0.15,-0.34,19.29,0.49,-18.13,0.8820997676000149,26.47718074115898,"-0.80,-0.15,-0.34,19.29,0.49,-18.13",pierre,near_miss,(near miss) P.csv
1771,2026-07-27T13:55:37.263,70.86838,57.8674,-0.81,-0.12,-0.32,7.08,2.2,-8.48,0.8791473141629906,11.26396022720251,"-0.81,-0.12,-0.32,7.08,2.20,-8.48",pierre,near_miss,(near miss) P.csv
1772,2026-07-27T13:55:37.323,70.928404,60.0235,-0.88,-0.02,-0.39,-9.52,4.64,5.68,0.9627564593395361,12.017587112228476,"-0.88,-0.02,-0.39,-9.52,4.64,5.68",pierre,near_miss,(near miss) P.csv
1773,2026-07-27T13:55:37.383,70.989015,60.6114,-0.91,0.05,-0.47,-16.17,3.78,10.07,1.025426740435415,19.420664252285505,"-0.91,0.05,-0.47,-16.17,3.78,10.07",pierre,near_miss,(near miss) P.csv
1774,2026-07-27T13:55:37.384,70.989639,0.6237,-0.89,0.03,-0.48,-10.31,-0.85,3.42,1.0116323442832382,10.895641330366928,"-0.89,0.03,-0.48,-10.31,-0.85,3.42",pierre,near_miss,(near miss) P.csv
1775,2026-07-27T13:55:37.443,71.048338,58.699,-0.85,-0.05,-0.42,-0.18,-9.28,-4.33,0.9494208761134336,10.242055457768231,"-0.85,-0.05,-0.42,-0.18,-9.28,-4.33",pierre,near_miss,(near miss) P.csv
1776,2026-07-27T13:55:37.503,71.108368,60.0302,-0.85,-0.09,-0.37,6.29,-15.2,-4.64,0.9313968005098578,17.091919143267674,"-0.85,-0.09,-0.37,6.29,-15.20,-4.64",pierre,near_miss,(near miss) P.csv
1777,2026-07-27T13:55:37.503,71.108759,0.3917,-0.93,-0.09,-0.35,6.71,-13.37,1.28,0.9977474630386188,15.013973491384617,"-0.93,-0.09,-0.35,6.71,-13.37,1.28",pierre,near_miss,(near miss) P.csv
1778,2026-07-27T13:55:37.563,71.168742,59.9825,-0.98,-0.07,-0.35,2.93,-9.52,4.88,1.0429765098025938,11.09187540499802,"-0.98,-0.07,-0.35,2.93,-9.52,4.88",pierre,near_miss,(near miss) P.csv
1779,2026-07-27T13:55:37.624,71.229923,61.181,-0.96,-0.06,-0.36,-0.43,-5.49,1.83,1.0270345661174214,5.802921677913636,"-0.96,-0.06,-0.36,-0.43,-5.49,1.83",pierre,near_miss,(near miss) P.csv
1780,2026-07-27T13:55:37.625,71.230179,0.2557,-0.9,-0.06,-0.36,-0.67,-0.73,-2.2,0.9711848433743188,2.412840649524954,"-0.90,-0.06,-0.36,-0.67,-0.73,-2.20",pierre,near_miss,(near miss) P.csv
1781,2026-07-27T13:55:37.683,71.288442,58.2629,-0.86,-0.06,-0.35,0.0,3.11,-1.53,0.9304300081145276,3.465977495599185,"-0.86,-0.06,-0.35,0.00,3.11,-1.53",pierre,near_miss,(near miss) P.csv
1782,2026-07-27T13:55:37.743,71.348197,59.7552,-0.88,-0.04,-0.36,-0.43,5.86,3.48,0.9516301802696255,6.828975032902083,"-0.88,-0.04,-0.36,-0.43,5.86,3.48",pierre,near_miss,(near miss) P.csv
1783,2026-07-27T13:55:37.743,71.348844,0.6469,-0.93,-0.02,-0.39,0.73,7.14,7.81,1.0086624807139404,10.607007117938593,"-0.93,-0.02,-0.39,0.73,7.14,7.81",pierre,near_miss,(near miss) P.csv
1784,2026-07-27T13:55:37.803,71.408614,59.7706,-0.95,-0.02,-0.41,5.25,7.08,7.39,1.0348912986396204,11.502217177570591,"-0.95,-0.02,-0.41,5.25,7.08,7.39",pierre,near_miss,(near miss) P.csv
1785,2026-07-27T13:55:37.863,71.468923,60.3092,-0.92,-0.04,-0.41,10.74,7.08,3.6,1.0080178569846865,13.357918999604692,"-0.92,-0.04,-0.41,10.74,7.08,3.60",pierre,near_miss,(near miss) P.csv
1786,2026-07-27T13:55:37.864,71.469312,0.389,-0.89,-0.06,-0.39,12.21,6.9,0.79,0.9735502041497398,14.046999679646898,"-0.89,-0.06,-0.39,12.21,6.90,0.79",pierre,near_miss,(near miss) P.csv
1787,2026-07-27T13:55:37.922,71.528166,58.8534,-0.89,-0.06,-0.38,7.51,6.23,0.79,0.9695875411740809,9.789642485811216,"-0.89,-0.06,-0.38,7.51,6.23,0.79",pierre,near_miss,(near miss) P.csv
1788,2026-07-27T13:55:37.982,71.587947,59.7807,-0.91,-0.04,-0.39,0.49,6.16,1.71,0.990858213873206,6.4116924442770955,"-0.91,-0.04,-0.39,0.49,6.16,1.71",pierre,near_miss,(near miss) P.csv
1789,2026-07-27T13:55:37.983,71.588674,0.7276,-0.91,-0.03,-0.41,-4.09,6.47,1.16,0.9985489472229191,7.741743989567208,"-0.91,-0.03,-0.41,-4.09,6.47,1.16",pierre,near_miss,(near miss) P.csv
1790,2026-07-27T13:55:38.043,71.648303,59.6291,-0.89,-0.04,-0.42,-5.37,5.62,-0.98,0.9849365461794989,7.834647407509798,"-0.89,-0.04,-0.42,-5.37,5.62,-0.98",pierre,near_miss,(near miss) P.csv
1791,2026-07-27T13:55:38.103,71.708288,59.985,-0.87,-0.05,-0.43,-5.37,3.54,-2.69,0.9717509969122748,6.971699936170517,"-0.87,-0.05,-0.43,-5.37,3.54,-2.69",pierre,near_miss,(near miss) P.csv
1792,2026-07-27T13:55:38.103,71.708899,0.6108,-0.87,-0.04,-0.42,-5.37,1.28,-2.38,0.966902270139025,6.01163039449366,"-0.87,-0.04,-0.42,-5.37,1.28,-2.38",pierre,near_miss,(near miss) P.csv
1793,2026-07-27T13:55:38.163,71.768404,59.5052,-0.89,-0.03,-0.42,-4.76,-0.55,-0.98,0.9845811292118085,4.890858820289131,"-0.89,-0.03,-0.42,-4.76,-0.55,-0.98",pierre,near_miss,(near miss) P.csv
1794,2026-07-27T13:55:38.223,71.82832,59.916,-0.9,-0.03,-0.41,-3.36,-1.46,-0.37,0.989444288477123,3.682132534279558,"-0.90,-0.03,-0.41,-3.36,-1.46,-0.37",pierre,near_miss,(near miss) P.csv
1795,2026-07-27T13:55:38.223,71.828626,0.3062,-0.9,-0.04,-0.4,-1.95,-1.28,-0.73,0.9856977224281286,2.444135839105511,"-0.90,-0.04,-0.40,-1.95,-1.28,-0.73",pierre,near_miss,(near miss) P.csv
1796,2026-07-27T13:55:38.283,71.888434,59.8076,-0.89,-0.04,-0.4,-1.4,-0.73,-0.98,0.976575649911465,1.8583056799138293,"-0.89,-0.04,-0.40,-1.40,-0.73,-0.98",pierre,near_miss,(near miss) P.csv
1797,2026-07-27T13:55:38.342,71.94803,59.5964,-0.89,-0.04,-0.41,-1.77,-0.06,-0.73,0.9807140255956371,1.9155678009404942,"-0.89,-0.04,-0.41,-1.77,-0.06,-0.73",pierre,near_miss,(near miss) P.csv
1798,2026-07-27T13:55:38.343,71.948651,0.6201,-0.9,-0.04,-0.41,-2.01,0.92,-0.43,0.9897979591815695,2.251976909295475,"-0.90,-0.04,-0.41,-2.01,0.92,-0.43",pierre,near_miss,(near miss) P.csv
1799,2026-07-27T13:55:38.403,72.008376,59.7257,-0.89,-0.03,-0.41,-1.59,1.77,-0.24,0.980357077803797,2.391359446005556,"-0.89,-0.03,-0.41,-1.59,1.77,-0.24",pierre,near_miss,(near miss) P.csv
1800,2026-07-27T13:55:38.463,72.068475,60.0989,-0.89,-0.03,-0.42,-0.43,1.83,-0.18,0.9845811292118085,1.8884385083978774,"-0.89,-0.03,-0.42,-0.43,1.83,-0.18",pierre,near_miss,(near miss) P.csv
1801,2026-07-27T13:55:38.463,72.069018,0.5433,-0.89,-0.04,-0.41,0.73,1.16,0.12,0.9807140255956371,1.3758270240113761,"-0.89,-0.04,-0.41,0.73,1.16,0.12",pierre,near_miss,(near miss) P.csv
1802,2026-07-27T13:55:38.523,72.128398,59.3799,-0.89,-0.04,-0.41,1.04,0.55,0.49,0.9807140255956371,1.2744410539526732,"-0.89,-0.04,-0.41,1.04,0.55,0.49",pierre,near_miss,(near miss) P.csv
1803,2026-07-27T13:55:38.582,72.188137,59.7383,-0.9,-0.05,-0.42,0.37,0.85,0.31,0.9944345126754199,0.9774968030638258,"-0.90,-0.05,-0.42,0.37,0.85,0.31",pierre,near_miss,(near miss) P.csv
1804,2026-07-27T13:55:38.583,72.188553,0.4168,-0.89,-0.05,-0.42,-0.73,1.65,-0.18,0.985393322486001,1.8132291636745752,"-0.89,-0.05,-0.42,-0.73,1.65,-0.18",pierre,near_miss,(near miss) P.csv
1805,2026-07-27T13:55:38.643,72.248333,59.78,-0.88,-0.04,-0.42,-1.16,1.89,-0.49,0.9759098319004682,2.271079038695043,"-0.88,-0.04,-0.42,-1.16,1.89,-0.49",pierre,near_miss,(near miss) P.csv
1806,2026-07-27T13:55:38.703,72.308417,60.0835,-0.88,-0.03,-0.42,-0.85,1.16,-0.18,0.975551126287085,1.449310180741169,"-0.88,-0.03,-0.42,-0.85,1.16,-0.18",pierre,near_miss,(near miss) P.csv
1807,2026-07-27T13:55:38.703,72.308808,0.3915,-0.89,-0.03,-0.42,-0.43,0.12,0.24,0.9845811292118085,0.5068530358989675,"-0.89,-0.03,-0.42,-0.43,0.12,0.24",pierre,near_miss,(near miss) P.csv
1808,2026-07-27T13:55:38.762,72.368046,59.2372,-0.89,-0.04,-0.42,-0.12,-0.67,0.31,0.9849365461794989,0.7479304780526063,"-0.89,-0.04,-0.42,-0.12,-0.67,0.31",pierre,near_miss,(near miss) P.csv
1809,2026-07-27T13:55:38.823,72.428321,60.2753,-0.89,-0.04,-0.42,0.37,-1.16,0.18,0.9849365461794989,1.2308127396155761,"-0.89,-0.04,-0.42,0.37,-1.16,0.18",pierre,near_miss,(near miss) P.csv
1810,2026-07-27T13:55:38.823,72.428759,0.4382,-0.89,-0.04,-0.42,0.73,-1.4,0.24,0.9849365461794989,1.5970284906663375,"-0.89,-0.04,-0.42,0.73,-1.40,0.24",pierre,near_miss,(near miss) P.csv
1811,2026-07-27T13:55:38.882,72.487888,59.1287,-0.9,-0.04,-0.41,0.55,-1.16,0.37,0.9897979591815695,1.3360389215887387,"-0.90,-0.04,-0.41,0.55,-1.16,0.37",pierre,near_miss,(near miss) P.csv
1812,2026-07-27T13:55:38.943,72.548641,60.753,-0.9,-0.04,-0.41,0.06,-0.49,0.31,0.9897979591815695,0.5829236656715868,"-0.90,-0.04,-0.41,0.06,-0.49,0.31",pierre,near_miss,(near miss) P.csv
1813,2026-07-27T13:55:38.944,72.549184,0.5432,-0.89,-0.04,-0.42,-0.12,0.18,0.18,0.9849365461794989,0.2814249455894058,"-0.89,-0.04,-0.42,-0.12,0.18,0.18",pierre,near_miss,(near miss) P.csv
1814,2026-07-27T13:55:39.003,72.608393,59.209,-0.89,-0.04,-0.42,-0.12,0.18,0.12,0.9849365461794989,0.2473863375370596,"-0.89,-0.04,-0.42,-0.12,0.18,0.12",pierre,near_miss,(near miss) P.csv
1815,2026-07-27T13:55:39.064,72.669716,61.3226,-0.89,-0.04,-0.42,-0.24,-0.24,0.18,0.9849365461794989,0.38418745424597095,"-0.89,-0.04,-0.42,-0.24,-0.24,0.18",pierre,near_miss,(near miss) P.csv
1816,2026-07-27T13:55:39.065,72.670371,0.6551,-0.89,-0.04,-0.41,-0.18,-0.43,0.18,0.9807140255956371,0.4996999099459594,"-0.89,-0.04,-0.41,-0.18,-0.43,0.18",pierre,near_miss,(near miss) P.csv
1817,2026-07-27T13:55:39.123,72.729063,58.6925,-0.88,-0.04,-0.42,0.0,-0.31,0.24,0.9759098319004682,0.3920459156782532,"-0.88,-0.04,-0.42,0.00,-0.31,0.24",pierre,near_miss,(near miss) P.csv
1818,2026-07-27T13:55:39.183,72.788454,59.3906,-0.88,-0.04,-0.43,-0.18,-1.1,0.06,0.9802550688468793,1.116243700990066,"-0.88,-0.04,-0.43,-0.18,-1.10,0.06",pierre,near_miss,(near miss) P.csv
1819,2026-07-27T13:55:39.183,72.788707,0.2532,-0.89,-0.04,-0.42,-0.92,-3.17,-0.37,0.9849365461794989,3.321475575704268,"-0.89,-0.04,-0.42,-0.92,-3.17,-0.37",pierre,near_miss,(near miss) P.csv
1820,2026-07-27T13:55:39.243,72.848257,59.5498,-0.9,-0.04,-0.41,-1.89,-4.76,-0.98,0.9897979591815695,5.214412718609834,"-0.90,-0.04,-0.41,-1.89,-4.76,-0.98",pierre,near_miss,(near miss) P.csv
1821,2026-07-27T13:55:39.302,72.908089,59.8325,-0.9,-0.03,-0.39,-2.56,-5.0,-1.16,0.9813256340277676,5.735782422651682,"-0.90,-0.03,-0.39,-2.56,-5.00,-1.16",pierre,near_miss,(near miss) P.csv
1822,2026-07-27T13:55:39.303,72.908511,0.422,-0.9,-0.04,-0.39,-1.95,-4.15,-0.55,0.9816822296446035,4.618170633486814,"-0.90,-0.04,-0.39,-1.95,-4.15,-0.55",pierre,near_miss,(near miss) P.csv
1823,2026-07-27T13:55:39.363,72.968223,59.7119,-0.9,-0.04,-0.4,-0.18,-2.32,0.31,0.9856977224281286,2.3475306174787156,"-0.90,-0.04,-0.40,-0.18,-2.32,0.31",pierre,near_miss,(near miss) P.csv
1824,2026-07-27T13:55:39.423,73.028266,60.0427,-0.9,-0.04,-0.41,1.16,-0.49,0.61,0.9897979591815695,1.3992140651094098,"-0.90,-0.04,-0.41,1.16,-0.49,0.61",pierre,near_miss,(near miss) P.csv
1825,2026-07-27T13:55:39.424,73.029226,0.9598,-0.89,-0.04,-0.41,0.92,0.37,0.43,0.9807140255956371,1.0808330120791094,"-0.89,-0.04,-0.41,0.92,0.37,0.43",pierre,near_miss,(near miss) P.csv
1826,2026-07-27T13:55:39.483,73.088492,59.2667,-0.9,-0.03,-0.4,-0.06,0.37,0.12,0.9853425800197615,0.39357337308308854,"-0.90,-0.03,-0.40,-0.06,0.37,0.12",pierre,near_miss,(near miss) P.csv
1827,2026-07-27T13:55:39.543,73.148372,59.8795,-0.9,-0.03,-0.4,-0.37,0.18,0.06,0.9853425800197615,0.4158124577258358,"-0.90,-0.03,-0.40,-0.37,0.18,0.06",pierre,near_miss,(near miss) P.csv
1828,2026-07-27T13:55:39.543,73.148953,0.581,-0.9,-0.04,-0.4,0.49,0.18,0.31,0.9856977224281286,0.6071243694664216,"-0.90,-0.04,-0.40,0.49,0.18,0.31",pierre,near_miss,(near miss) P.csv
1829,2026-07-27T13:55:39.603,73.20826,59.3075,-0.9,-0.04,-0.41,0.37,0.98,0.18,0.9897979591815695,1.0628734637763801,"-0.90,-0.04,-0.41,0.37,0.98,0.18",pierre,near_miss,(near miss) P.csv
1830,2026-07-27T13:55:39.664,73.269312,61.052,-0.9,-0.04,-0.41,-1.4,0.98,-0.24,0.9897979591815695,1.7256882684888368,"-0.90,-0.04,-0.41,-1.40,0.98,-0.24",pierre,near_miss,(near miss) P.csv
1831,2026-07-27T13:55:39.665,73.270387,1.0747,-0.89,-0.04,-0.41,-2.56,0.73,-0.73,0.9807140255956371,2.7603260676956265,"-0.89,-0.04,-0.41,-2.56,0.73,-0.73",pierre,near_miss,(near miss) P.csv
1832,2026-07-27T13:55:39.724,73.32923,58.8428,-0.9,-0.04,-0.41,-2.69,1.22,-1.28,0.9897979591815695,3.2191458494451597,"-0.90,-0.04,-0.41,-2.69,1.22,-1.28",pierre,near_miss,(near miss) P.csv
1833,2026-07-27T13:55:39.783,73.388834,59.6038,-0.9,-0.04,-0.41,-2.81,2.01,-1.77,0.9897979591815695,3.8818938676888113,"-0.90,-0.04,-0.41,-2.81,2.01,-1.77",pierre,near_miss,(near miss) P.csv
1834,2026-07-27T13:55:39.784,73.389373,0.5389,-0.89,-0.04,-0.4,-2.44,2.32,-1.53,0.976575649911465,3.6982293060328204,"-0.89,-0.04,-0.40,-2.44,2.32,-1.53",pierre,near_miss,(near miss) P.csv
1835,2026-07-27T13:55:39.843,73.448527,59.1539,-0.87,-0.04,-0.41,-0.79,1.71,-0.12,0.9626006440887104,1.887485099278932,"-0.87,-0.04,-0.41,-0.79,1.71,-0.12",pierre,near_miss,(near miss) P.csv
1836,2026-07-27T13:55:39.903,73.508327,59.8004,-0.88,-0.04,-0.42,1.34,0.61,1.16,0.9759098319004682,1.874379897459424,"-0.88,-0.04,-0.42,1.34,0.61,1.16",pierre,near_miss,(near miss) P.csv
1837,2026-07-27T13:55:39.904,73.509577,1.2501,-0.89,-0.04,-0.42,2.5,-0.12,1.22,0.9849365461794989,2.7843850308461295,"-0.89,-0.04,-0.42,2.50,-0.12,1.22",pierre,near_miss,(near miss) P.csv
1838,2026-07-27T13:55:39.963,73.568319,58.7415,-0.89,-0.04,-0.42,2.32,-0.49,0.73,0.9849365461794989,2.4810078597215286,"-0.89,-0.04,-0.42,2.32,-0.49,0.73",pierre,near_miss,(near miss) P.csv
1839,2026-07-27T13:55:40.023,73.628358,60.0395,-0.89,-0.04,-0.41,1.59,-0.85,0.67,0.9807140255956371,1.9234084329647723,"-0.89,-0.04,-0.41,1.59,-0.85,0.67",pierre,near_miss,(near miss) P.csv
1840,2026-07-27T13:55:40.023,73.628908,0.5502,-0.89,-0.04,-0.41,1.04,-0.92,0.79,0.9807140255956371,1.5975293424535275,"-0.89,-0.04,-0.41,1.04,-0.92,0.79",pierre,near_miss,(near miss) P.csv
1841,2026-07-27T13:55:40.083,73.688209,59.3011,-0.9,-0.04,-0.41,0.37,-0.49,0.37,0.9897979591815695,0.7168681887209113,"-0.90,-0.04,-0.41,0.37,-0.49,0.37",pierre,near_miss,(near miss) P.csv
1842,2026-07-27T13:55:40.144,73.749678,61.4684,-0.89,-0.04,-0.41,-0.61,-0.24,-0.18,0.9807140255956371,0.6797793759742936,"-0.89,-0.04,-0.41,-0.61,-0.24,-0.18",pierre,near_miss,(near miss) P.csv
1843,2026-07-27T13:55:40.145,73.750403,0.7257,-0.89,-0.04,-0.41,-0.98,-0.55,-0.24,0.9807140255956371,1.1491301057756689,"-0.89,-0.04,-0.41,-0.98,-0.55,-0.24",pierre,near_miss,(near miss) P.csv
1844,2026-07-27T13:55:40.204,73.809936,59.5321,-0.89,-0.04,-0.41,-0.37,-0.98,0.12,0.9807140255956371,1.054371850914088,"-0.89,-0.04,-0.41,-0.37,-0.98,0.12",pierre,near_miss,(near miss) P.csv
1845,2026-07-27T13:55:40.263,73.868332,58.3961,-0.9,-0.04,-0.41,0.49,-1.16,0.37,0.9897979591815695,1.3124785712536415,"-0.90,-0.04,-0.41,0.49,-1.16,0.37",pierre,near_miss,(near miss) P.csv
1846,2026-07-27T13:55:40.264,73.869254,0.9224,-0.9,-0.04,-0.41,0.92,-0.61,0.43,0.9897979591815695,1.184651847590675,"-0.90,-0.04,-0.41,0.92,-0.61,0.43",pierre,near_miss,(near miss) P.csv
1847,2026-07-27T13:55:40.323,73.928718,59.4641,-0.9,-0.04,-0.41,0.67,0.0,0.43,0.9897979591815695,0.7961155694998058,"-0.90,-0.04,-0.41,0.67,0.00,0.43",pierre,near_miss,(near miss) P.csv
1848,2026-07-27T13:55:40.383,73.988209,59.4904,-0.9,-0.04,-0.41,0.24,0.31,0.24,0.9897979591815695,0.4596737973824481,"-0.90,-0.04,-0.41,0.24,0.31,0.24",pierre,near_miss,(near miss) P.csv
1849,2026-07-27T13:55:40.383,73.988728,0.5191,-0.89,-0.04,-0.41,0.0,0.67,0.0,0.9807140255956371,0.67,"-0.89,-0.04,-0.41,0.00,0.67,0.00",pierre,near_miss,(near miss) P.csv
1850,2026-07-27T13:55:40.443,74.048253,59.525,-0.89,-0.04,-0.42,-0.12,0.92,-0.12,0.9849365461794989,0.93552124508212,"-0.89,-0.04,-0.42,-0.12,0.92,-0.12",pierre,near_miss,(near miss) P.csv
1851,2026-07-27T13:55:40.502,74.108016,59.7631,-0.89,-0.04,-0.42,-0.18,0.49,0.0,0.9849365461794989,0.5220153254455274,"-0.89,-0.04,-0.42,-0.18,0.49,0.00",pierre,near_miss,(near miss) P.csv
1852,2026-07-27T13:55:40.504,74.1095,1.484,-0.89,-0.03,-0.41,0.37,-0.18,0.24,0.980357077803797,0.47634021455258213,"-0.89,-0.03,-0.41,0.37,-0.18,0.24",pierre,near_miss,(near miss) P.csv
1853,2026-07-27T13:55:40.563,74.168461,58.9612,-0.89,-0.04,-0.41,1.04,-0.55,0.43,0.9807140255956371,1.2525973016097394,"-0.89,-0.04,-0.41,1.04,-0.55,0.43",pierre,near_miss,(near miss) P.csv
1854,2026-07-27T13:55:40.682,74.288042,119.5806,-0.89,-0.04,-0.41,1.04,-0.73,0.43,0.9807140255956371,1.3414171610651178,"-0.89,-0.04,-0.41,1.04,-0.73,0.43",pierre,near_miss,(near miss) P.csv
1855,2026-07-27T13:55:40.683,74.28837,0.3282,-0.89,-0.04,-0.41,0.37,-0.85,0.37,0.9807140255956371,0.9981482855768475,"-0.89,-0.04,-0.41,0.37,-0.85,0.37",pierre,near_miss,(near miss) P.csv
1856,2026-07-27T13:55:40.683,74.288716,0.3465,-0.89,-0.04,-0.41,0.06,-0.85,0.31,0.9807140255956371,0.9067524469225324,"-0.89,-0.04,-0.41,0.06,-0.85,0.31",pierre,near_miss,(near miss) P.csv
1857,2026-07-27T13:55:40.744,74.349831,61.1146,-0.9,-0.04,-0.41,0.37,-0.55,0.37,0.9897979591815695,0.7591442550661897,"-0.90,-0.04,-0.41,0.37,-0.55,0.37",pierre,near_miss,(near miss) P.csv
1858,2026-07-27T13:55:40.746,74.351285,1.4545,-0.9,-0.04,-0.41,0.67,-0.18,0.31,0.9897979591815695,0.7598684096605148,"-0.90,-0.04,-0.41,0.67,-0.18,0.31",pierre,near_miss,(near miss) P.csv
1859,2026-07-27T13:55:40.803,74.408244,56.9587,-0.9,-0.04,-0.41,0.31,0.18,0.12,0.9897979591815695,0.378021163428716,"-0.90,-0.04,-0.41,0.31,0.18,0.12",pierre,near_miss,(near miss) P.csv
